"n","n_mod_13","n_mod_64","S_n_cyclic","T_n_2_s","T_bits","T_bits_2_T_n","n__6_bits","real_n","n_x","n_y","n_z","f_n","real_f_n","p_n","real_p_n","log(p_n)","a","b","c","test_prime",,"state","p_n","p_n=floor(a*n+b*f_n+c*p₀)+S_n+T_n","symbol_x","symbol_y","symbol_z","label_x","label_y","label_z","zeta_alpha","zeta_beta","zeta_gamma","S₀","S₁","S₂","R","G","B","H","S","V","LightFrec","SoundFreq","Energy","C₀","C₁","C₂","Midi₀","Midi₁","Midi_param_n"
175,6,47,9,15,"1111","F","10101111",0.988636363636364,10101111.9886364,9.78740127570676E-08,9.78740127570676E-08,1.67244575904138E+036,1.00000000000000000000,1087,0.976363636363636,3.03622954408629,1,0.00000000000000000000,1,1087,8,"success",1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,7,48,4,3,"11","3","10110000",0.988700564971751,10110000.9887006,9.77943094245759E-08,9.77943094245759E-08,2.70607408246957E+036,1.00000000000000000000,1091,0.976449275362319,3.03782475058834,0,0.00000000000000000000,0,1091,12,"success",1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8,49,12,4,"100","4","10110001",0.98876404494382,10110001.988764,9.7800578678689E-08,9.7800578678689E-08,4.37851984151095E+036,1.00000000000000000000,1093,0.976491862567812,3.0386201619497,1,0.00000000000000000000,1,1093,1,"success",1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,9,50,7,14,"1110","E","10110010",0.988826815642458,10110010.9888268,9.78067003819551E-08,9.78067003819551E-08,7.08459392398052E+036,1.00000000000000000000,1097,0.976576576576577,3.04020662757471,0,0.00000000000000000000,0,1097,5,"success",1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,10,51,2,8,"1000","8","10110011",0.988888888888889,10110011.9888889,9.78128304868182E-08,9.78128304868182E-08,1.14631137654915E+037,1.00000000000000000000,1103,0.976702508960573,3.04257551244019,1,0.00000000000000000000,1,1103,11,"success",1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,11,52,10,1,"1","1","10110100",0.988950276243094,10110100.9889503,9.78180413157056E-08,9.78180413157056E-08,1.8547707689472E+037,1.00000000000000000000,1109,0.976827094474153,3.04493154614916,0,0.00000000000000000000,0,1109,4,"success",1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,12,53,5,9,"1001","9","10110101",0.989010989010989,10110101.989011,9.78240367986375E-08,9.78240367986375E-08,3.00108214549635E+037,1.00000000000000000000,1117,0.976991150442478,3.04805317311561,1,0.00000000000000000000,1,1117,12,"success",1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,54,0,0,"0","0","10110110",0.989071038251366,10110110.989071,9.78298892386587E-08,9.78298892386587E-08,4.85585291444354E+037,1.00000000000000000000,1123,0.977112676056338,3.05037975626146,0,0.00000000000000000000,0,1123,5,"success",1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,55,8,9,"1001","9","10110111",0.989130434782609,10110111.9891304,9.78357545243852E-08,9.78357545243852E-08,7.85693505993989E+037,1.00000000000000000000,1129,0.97723292469352,3.05269394192497,1,0.00000000000000000000,1,1129,11,"success",1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2,56,3,1,"1","1","10111000",0.989189189189189,10111000.9891892,9.78329633482227E-08,9.78329633482227E-08,1.27127879743834E+038,1.00000000000000000000,1151,0.97766323024055,3.06107532362979,0,0.00000000000000000000,0,1151,7,"success",1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3,57,11,8,"1000","8","10111001",0.989247311827957,10111001.9892473,9.78387021266524E-08,9.78387021266524E-08,2.05697230343233E+038,1.00000000000000000000,1153,0.97770154373928,3.0618293072947,1,0.00000000000000000000,1,1153,9,"success",1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,4,58,6,2,"10","2","10111010",0.989304812834225,10111010.9893048,9.78443020070582E-08,9.78443020070582E-08,3.32825110087068E+038,1.00000000000000000000,1163,0.977891156462585,3.06557971472845,0,0.00000000000000000000,0,1163,6,"success",1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,5,59,1,4,"100","4","10111011",0.98936170212766,10111011.9893617,9.7849918798298E-08,9.7849918798298E-08,5.38522340430301E+038,1.00000000000000000000,1171,0.978040540540541,3.06855689507236,1,0.00000000000000000000,1,1171,1,"success",1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,6,60,9,15,"1111","F","10111100",0.989417989417989,10111100.989418,9.78546243829913E-08,9.78546243829913E-08,8.71347450517368E+038,1.00000000000000000000,1181,0.97822445561139,3.07224989761351,0,0.00000000000000000000,0,1181,11,"success",1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,7,61,4,3,"11","3","10111101",0.989473684210526,10111101.9894737,9.78601229856679E-08,9.78601229856679E-08,1.40986979094767E+039,1.00000000000000000000,1187,0.978333333333333,3.07445071895459,1,0.00000000000000000000,1,1187,4,"success",1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,8,62,12,4,"100","4","10111110",0.989528795811518,10111110.9895288,9.7865486476836E-08,9.7865486476836E-08,2.28121724146504E+039,1.00000000000000000000,1193,0.978441127694859,3.07664044367034,0,0.00000000000000000000,0,1193,10,"success",1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9,63,7,14,"1110","E","10111111",0.989583333333333,10111111.9895833,9.7870870617675E-08,9.7870870617675E-08,3.69108703241271E+039,1.00000000000000000000,1201,0.978583196046129,3.07954300740291,1,0.00000000000000000000,1,1201,5,"success",1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,10,0,2,8,"1000","8","11000000",0.989637305699482,11000000.9896373,8.99670196967966E-08,8.99670196967966E-08,5.97230427387775E+039,1.00000000000000000000,1213,0.978792822185971,3.08386080086657,0,0.00000000000000000000,0,1213,4,"success",1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,11,1,10,1,"1","1","11000001",0.989690721649485,11000001.9896907,8.99718675121177E-08,8.99718675121177E-08,9.66339130629045E+039,1.00000000000000000000,1217,0.978861788617886,3.08529057823006,1,0.00000000000000000000,1,1217,8,"success",1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,12,2,5,9,"1001","9","11000010",0.98974358974359,11000010.9897436,8.99766000839842E-08,8.99766000839842E-08,1.56356955801682E+040,1.00000000000000000000,1223,0.978964401294498,3.08742645703628,0,0.00000000000000000000,0,1223,1,"success",1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0,3,0,0,"0","0","11000011",0.989795918367347,11000011.9897959,8.99813490463032E-08,8.99813490463032E-08,2.52990868864586E+040,1.00000000000000000000,1229,0.979066022544283,3.08955188288645,1,0.00000000000000000000,1,1229,7,"success",1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1,4,8,9,"1001","9","11000100",0.989847715736041,11000100.9898477,8.99853298301168E-08,8.99853298301168E-08,4.09347824666268E+040,1.00000000000000000000,1231,0.979099678456592,3.09025805293132,0,0.00000000000000000000,0,1231,9,"success",1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2,5,3,1,"1","1","11000101",0.98989898989899,11000101.989899,8.99899828936113E-08,8.99899828936113E-08,6.62338693530855E+040,1.00000000000000000000,1237,0.9792,3.09236969962912,1,0.00000000000000000000,1,1237,2,"success",1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,3,6,11,8,"1000","8","11000110",0.989949748743718,11000110.9899497,8.99945236596418E-08,8.99945236596418E-08,1.07168651819712E+041,1.00000000000000000000,1249,0.979397781299525,3.09656243837414,0,0.00000000000000000000,0,1249,1,"success",1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,4,7,6,2,"10","2","11000111",0.99,11000111.99,8.99990837275103E-08,8.99990837275103E-08,1.73402521172798E+041,1.00000000000000000000,1259,0.979559748427673,3.10002573010786,1,0.00000000000000000000,1,1259,11,"success",1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,5,8,1,4,"100","4","11001000",0.990049751243781,11001000.9900498,8.99963332554253E-08,8.99963332554253E-08,2.8057117299251E+041,1.00000000000000000000,1277,0.97984496124031,3.10619089726341,0,0.00000000000000000000,0,1277,3,"success",1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,6,9,9,15,"1111","F","11001001",0.99009900990099,11001001.990099,9.00008027261596E-08,9.00008027261596E-08,4.53973694165308E+041,1.00000000000000000000,1279,0.979876160990712,3.10687054447865,1,0.00000000000000000000,1,1279,5,"success",1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,7,10,4,3,"11","3","11001010",0.990147783251232,11001010.9901478,9.00051626289604E-08,9.00051626289604E-08,7.34544867157818E+041,1.00000000000000000000,1283,0.979938271604938,3.10822665637493,0,0.00000000000000000000,0,1283,9,"success",1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,8,11,12,4,"100","4","11001011",0.990196078431373,11001011.9901961,9.00095445140701E-08,9.00095445140701E-08,1.18851856132313E+042,1.00000000000000000000,1289,0.980030721966206,3.1102529173534,1,0.00000000000000000000,1,1289,2,"success",1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,9,12,7,14,"1110","E","11001100",0.990243902439024,11001100.9902439,9.00131635294687E-08,9.00131635294687E-08,1.92306342848094E+042,1.00000000000000000000,1291,0.980061349693252,3.11092624226642,0,0.00000000000000000000,0,1291,4,"success",1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10,13,2,8,"1000","8","11001101",0.990291262135922,11001101.9902913,9.00174603425982E-08,9.00174603425982E-08,3.11158198980407E+042,1.00000000000000000000,1297,0.980152671755725,3.11293997608408,1,0.00000000000000000000,1,1297,10,"success",1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,11,14,10,1,"1","1","11001110",0.990338164251208,11001110.9903382,9.00216500970658E-08,9.00216500970658E-08,5.03464541828501E+042,1.00000000000000000000,1301,0.980213089802131,3.11427729656159,0,0.00000000000000000000,0,1301,1,"success",1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,12,15,5,9,"1001","9","11001111",0.990384615384615,11001111.9903846,9.00258643171935E-08,9.00258643171935E-08,8.14622740808908E+042,1.00000000000000000000,1303,0.980243161094225,3.11494441571258,1,0.00000000000000000000,1,1303,3,"success",1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0,16,0,0,"0","0","11010000",0.990430622009569,11010000.9904306,8.99573599376063E-08,8.99573599376063E-08,1.31808728263741E+043,1.00000000000000000000,1307,0.98030303030303,3.11627558758054,0,0.00000000000000000000,0,1307,7,"success",1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,17,8,9,"1001","9","11010001",0.990476190476191,11010001.9904762,8.99614905912793E-08,8.99614905912793E-08,2.13271002344632E+043,1.00000000000000000000,1319,0.980480480480481,3.12024479554636,1,0.00000000000000000000,1,1319,6,"success",1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2,18,3,1,"1","1","11010010",0.990521327014218,11010010.9905213,8.9965516643623E-08,8.9965516643623E-08,3.45079730608373E+043,1.00000000000000000000,1321,0.980509745127436,3.12090281761453,0,0.00000000000000000000,0,1321,8,"success",1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,3,19,11,8,"1000","8","11010011",0.990566037735849,11010011.990566,8.99695693869015E-08,8.99695693869015E-08,5.58350732953005E+043,1.00000000000000000000,1327,0.980597014925373,3.12287092286443,1,0.00000000000000000000,1,1327,1,"success",1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,4,20,6,2,"10","2","11010100",0.990610328638498,11010100.9906103,8.99728648704779E-08,8.99728648704779E-08,9.03430463561378E+043,1.00000000000000000000,1361,0.981077147016012,3.13385812520333,0,0.00000000000000000000,0,1361,9,"success",1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,5,21,1,4,"100","4","11010101",0.990654205607477,11010101.9906542,8.99768418538159E-08,8.99768418538159E-08,1.46178119651438E+044,1.00000000000000000000,1367,0.981159420289855,3.13576851456782,1,0.00000000000000000000,1,1367,2,"success",1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,6,22,9,15,"1111","F","11010110",0.990697674418605,11010110.9906977,8.99807163847517E-08,8.99807163847517E-08,2.36521166007576E+044,1.00000000000000000000,1373,0.981240981240981,3.13767053723675,0,0.00000000000000000000,0,1373,8,"success",1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,7,23,4,3,"11","3","11010111",0.990740740740741,11010111.9907407,8.99846197362871E-08,8.99846197362871E-08,3.82699285659014E+044,1.00000000000000000000,1381,0.981348637015782,3.14019367857863,1,0.00000000000000000000,1,1381,3,"success",1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,8,24,12,4,"100","4","11011000",0.990783410138249,11011000.9907834,8.99812297689891E-08,8.99812297689891E-08,6.1922045166659E+044,1.00000000000000000000,1399,0.981586402266289,3.14581771449183,0,0.00000000000000000000,0,1399,8,"success",1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,9,25,7,14,"1110","E","11011001",0.990825688073394,11011001.9908257,8.99850612050516E-08,8.99850612050516E-08,1.0019197373256E+045,1.00000000000000000000,1409,0.981715893108298,3.14891099310936,1,0.00000000000000000000,1,1409,5,"success",1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10,26,2,8,"1000","8","11011010",0.990867579908676,11011010.9908676,8.99887921945125E-08,8.99887921945125E-08,1.62114018899219E+045,1.00000000000000000000,1423,0.981894150417827,3.15320490008428,0,0.00000000000000000000,0,1423,6,"success",1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,11,27,10,1,"1","1","11011011",0.990909090909091,11011011.9909091,8.99925539748032E-08,8.99925539748032E-08,2.6230599263178E+045,1.00000000000000000000,1427,0.981944444444444,3.15442397311465,1,0.00000000000000000000,1,1427,10,"success",1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,12,28,5,9,"1001","9","11011100",0.990950226244344,11011100.9909502,8.99955623927874E-08,8.99955623927874E-08,4.24420011530999E+045,1.00000000000000000000,1429,0.981969486823856,3.15503222879097,0,0.00000000000000000000,0,1429,12,"success",1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0,29,0,0,"0","0","11011101",0.990990990990991,11011101.990991,8.99992563688716E-08,8.99992563688716E-08,6.86726004162779E+045,1.00000000000000000000,1433,0.982019363762102,3.15624619039734,1,0.00000000000000000000,1,1433,3,"success",1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1,30,8,9,"1001","9","11011110",0.991031390134529,11011110.9910314,9.0002851750539E-08,9.0002851750539E-08,1.11114601569378E+046,1.00000000000000000000,1439,0.982093663911846,3.1580607939366,0,0.00000000000000000000,0,1439,9,"success",1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2,31,3,1,"1","1","11011111",0.991071428571429,11011111.9910714,9.00064797610866E-08,9.00064797610866E-08,1.79787201985656E+046,1.00000000000000000000,1447,0.982191780821918,3.16046853111904,1,0.00000000000000000000,1,1447,4,"success",1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,3,32,11,8,"1000","8","11100000",0.991111111111111,11100000.9911111,8.92892813167128E-08,8.92892813167128E-08,2.90901803555034E+046,1.00000000000000000000,1451,0.98224043715847,3.16166741243774,0,0.00000000000000000000,0,1451,8,"success",1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,4,33,6,2,"10","2","11100001",0.991150442477876,11100001.9911504,8.92928166380581E-08,8.92928166380581E-08,4.70689005540689E+046,1.00000000000000000000,1453,0.982264665757162,3.16226561429802,1,0.00000000000000000000,1,1453,10,"success",1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,5,34,1,4,"100","4","11100010",0.991189427312775,11100010.9911894,8.92962563820456E-08,8.92962563820456E-08,7.61590809095723E+046,1.00000000000000000000,1459,0.982336956521739,3.16405529189345,0,0.00000000000000000000,0,1459,3,"success",1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,6,35,9,15,"1111","F","11100011",0.991228070175439,11100011.9912281,8.92997296722535E-08,8.92997296722535E-08,1.23227981463641E+047,1.00000000000000000000,1471,0.982479784366577,3.16761267272753,1,0.00000000000000000000,1,1471,2,"success",1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,7,36,4,3,"11","3","11100100",0.991266375545851,11100100.9912664,8.93024645744922E-08,8.93024645744922E-08,1.99387062373214E+047,1.00000000000000000000,1481,0.982597054886212,3.17055505852121,0,0.00000000000000000000,0,1481,12,"success",1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,8,37,12,4,"100","4","11100101",0.991304347826087,11100101.9913043,8.93058774237083E-08,8.93058774237083E-08,3.22615043836855E+047,1.00000000000000000000,1483,0.982620320855615,3.17114115102838,1,0.00000000000000000000,1,1483,1,"success",1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,9,38,7,14,"1110","E","11100110",0.991341991341991,11100110.991342,8.93091962877877E-08,8.93091962877877E-08,5.22002106210068E+047,1.00000000000000000000,1487,0.982666666666667,3.17231096852195,0,0.00000000000000000000,0,1487,5,"success",1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,10,39,2,8,"1000","8","11100111",0.991379310344828,11100111.9913793,8.9312550280102E-08,8.9312550280102E-08,8.44617150046923E+047,1.00000000000000000000,1489,0.982689747003995,3.17289469775218,1,0.00000000000000000000,1,1489,7,"success",1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11,40,10,1,"1","1","11101000",0.991416309012875,11101000.9914163,8.93087307873834E-08,8.93087307873834E-08,1.36661925625699E+048,1.00000000000000000000,1493,0.98273572377158,3.17405980772503,0,0.00000000000000000000,0,1493,11,"success",1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,12,41,5,9,"1001","9","11101001",0.991452991452992,11101001.991453,8.93120271680288E-08,8.93120271680288E-08,2.21123640630391E+048,1.00000000000000000000,1499,0.982804232804233,3.17580163284828,1,0.00000000000000000000,1,1499,4,"success",1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0,42,0,0,"0","0","11101010",0.991489361702128,11101010.9914894,8.93152310597888E-08,8.93152310597888E-08,3.57785566256091E+048,1.00000000000000000000,1511,0.982939632545932,3.17926446433903,0,0.00000000000000000000,0,1511,3,"success",1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,43,8,9,"1001","9","11101011",0.991525423728814,11101011.9915254,8.93184715488777E-08,8.93184715488777E-08,5.78909206886482E+048,1.00000000000000000000,1523,0.983072916666667,3.18269990333604,1,0.00000000000000000000,1,1523,2,"success",1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2,44,3,1,"1","1","11101100",0.991561181434599,11101100.9915612,8.93209765579435E-08,8.93209765579435E-08,9.36694773142572E+048,1.00000000000000000000,1531,0.983160621761658,3.18497519069826,0,0.00000000000000000000,0,1531,10,"success",1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,3,45,11,8,"1000","8","11101101",0.991596638655462,11101101.9915966,8.93241625386458E-08,8.93241625386458E-08,1.51560398002905E+049,1.00000000000000000000,1543,0.983290488431877,3.18836592606315,1,0.00000000000000000000,1,1543,9,"success",1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,4,46,6,2,"10","2","11101110",0.99163179916318,11101110.9916318,8.93272574169098E-08,8.93272574169098E-08,2.45229875317163E+049,1.00000000000000000000,1549,0.983354673495519,3.19005141775921,0,0.00000000000000000000,0,1549,2,"success",1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,5,47,1,4,"100","4","11101111",0.991666666666667,11101111.9916667,8.93303902718112E-08,8.93303902718112E-08,3.96790273320068E+049,1.00000000000000000000,1553,0.983397190293742,3.19117145572856,1,0.00000000000000000000,1,1553,6,"success",1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,6,48,9,15,"1111","F","11110000",0.991701244813278,11110000.9917012,8.92620302693079E-08,8.92620302693079E-08,6.42020148637231E+049,1.00000000000000000000,1559,0.983460559796438,3.19284611518884,0,0.00000000000000000000,0,1559,12,"success",1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,7,49,4,3,"11","3","11110001",0.991735537190083,11110001.9917355,8.92651088566691E-08,8.92651088566691E-08,1.0388104219573E+050,1.00000000000000000000,1567,0.983544303797468,3.19506899646859,1,0.00000000000000000000,1,1567,7,"success",1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,8,50,12,4,"100","4","11110010",0.991769547325103,11110010.9917695,8.9268097759743E-08,8.9268097759743E-08,1.68083057059453E+050,1.00000000000000000000,1571,0.983585858585859,3.19617618503997,0,0.00000000000000000000,0,1571,11,"success",1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,9,51,7,14,"1110","E","11110011",0.991803278688525,11110011.9918033,8.92711258475918E-08,8.92711258475918E-08,2.71964099255183E+050,1.00000000000000000000,1579,0.983668341708543,3.19838213000829,1,0.00000000000000000000,1,1579,6,"success",1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,10,52,2,8,"1000","8","11110100",0.991836734693877,11110100.9918367,8.92734220348348E-08,8.92734220348348E-08,4.40047156314636E+050,1.00000000000000000000,1583,0.983709273182957,3.19948091486236,0,0.00000000000000000000,0,1583,10,"success",1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,11,53,10,1,"1","1","11110101",0.991869918699187,11110101.9918699,8.92764008309745E-08,8.92764008309745E-08,7.12011255569819E+050,1.00000000000000000000,1597,0.983850931677019,3.20330491613848,1,0.00000000000000000000,1,1597,11,"success",1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12,54,5,9,"1001","9","11110110",0.991902834008097,11110110.9919028,8.92792911547874E-08,8.92792911547874E-08,1.15205841188445E+051,1.00000000000000000000,1601,0.983890954151177,3.2043913319193,0,0.00000000000000000000,0,1601,2,"success",1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0,55,0,0,"0","0","11110111",0.991935483870968,11110111.9919355,8.92822218705793E-08,8.92822218705793E-08,1.86406966745427E+051,1.00000000000000000000,1607,0.983950617283951,3.20601587676334,1,0.00000000000000000000,1,1607,8,"success",1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1,56,8,9,"1001","9","11111000",0.991967871485944,11111000.9919679,8.92779932431863E-08,8.92779932431863E-08,3.01612807933873E+051,1.00000000000000000000,1609,0.983970406905055,3.20655604409903,0,0.00000000000000000000,0,1609,10,"success",1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2,57,3,1,"1","1","11111001",0.992,11111001.992,8.92808768024924E-08,8.92808768024924E-08,4.880197746793E+051,1.00000000000000000000,1613,0.984009840098401,3.20763436738896,1,0.00000000000000000000,1,1613,1,"success",1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,3,58,11,8,"1000","8","11111010",0.99203187250996,11111010.9920319,8.92836730358186E-08,8.92836730358186E-08,7.89632582613173E+051,1.00000000000000000000,1619,0.98406862745098,3.20924684875337,0,0.00000000000000000000,0,1619,7,"success",1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4,59,6,2,"10","2","11111011",0.992063492063492,11111011.9920635,8.92865107851666E-08,8.92865107851666E-08,1.27765235729247E+052,1.00000000000000000000,1621,0.984088127294982,3.20978301484851,1,0.00000000000000000000,1,1621,9,"success",1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,5,60,1,4,"100","4","11111100",0.992094861660079,11111100.9920949,8.92886188655758E-08,8.92886188655758E-08,2.06728493990565E+052,1.00000000000000000000,1627,0.984146341463415,3.21138755293686,0,0.00000000000000000000,0,1627,2,"success",1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,6,61,9,15,"1111","F","11111101",0.992125984251969,11111101.992126,8.92914118649123E-08,8.92914118649123E-08,3.34493729719812E+052,1.00000000000000000000,1637,0.984242424242424,3.21404867941194,1,0.00000000000000000000,1,1637,12,"success",1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,7,62,4,3,"11","3","11111110",0.992156862745098,11111110.9921569,8.92941186030312E-08,8.92941186030312E-08,5.41222223710376E+052,1.00000000000000000000,1657,0.984431137724551,3.21932250841934,0,0.00000000000000000000,0,1657,6,"success",1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,8,63,12,4,"100","4","11111111",0.9921875,11111111.9921875,8.92968679190374E-08,8.92968679190374E-08,8.75715953430188E+052,1.00000000000000000000,1663,0.984486873508353,3.22089224921952,1,0.00000000000000000000,1,1663,12,"success",1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,9,0,7,14,"1110","E","100000000",0.992217898832685,100000000.992218,9.92217888987721E-09,9.92217888987721E-09,1.41693817714056E+053,1.00000000000000000000,1667,0.98452380952381,3.22193559982801,0,0.00000000000000000000,0,1667,3,"success",1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,10,1,2,8,"1000","8","100000001",0.992248062015504,100000001.992248,9.92248042247461E-09,9.92248042247461E-09,2.29265413057075E+053,1.00000000000000000000,1669,0.984542211652794,3.22245633667925,1,0.00000000000000000000,1,1669,5,"success",1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,11,2,10,1,"1","1","100000010",0.992277992277992,100000010.992278,9.92277883204049E-09,9.92277883204049E-09,3.70959230771132E+053,1.00000000000000000000,1693,0.984759671746776,3.22865695810893,0,0.00000000000000000000,0,1693,3,"success",1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,12,3,5,9,"1001","9","100000011",0.992307692307692,100000011.992308,9.92307573307115E-09,9.92307573307115E-09,6.00224643828207E+053,1.00000000000000000000,1697,0.984795321637427,3.22968184231768,1,0.00000000000000000000,1,13,7,"next",1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
